,nx,nr,nt,np,x,r,t,p,w,wj,x_deg,p_deg,t_deg
1332,0,7,0,0,0.0,9.900990099009903,0.0,-1.5707963267948966,2.855159974238458e-06,2.8268910636024342e-05,0.0,-90.0,90.0
1333,0,7,0,1,0.0,9.900990099009903,0.0,-1.201746092623283,1.6209098197098934e-05,0.0001604861207633558,0.0,-68.85497915365184,90.0
1334,0,7,0,2,0.0,9.900990099009903,0.0,-0.44804061837393533,2.3763141442239485e-05,0.00023527862814098503,0.0,-25.670836483258057,90.0
1335,0,7,0,3,0.0,9.900990099009903,0.0,0.44804061837393533,2.3763141442239485e-05,0.00023527862814098503,0.0,25.670836483258057,90.0
1336,0,7,0,4,0.0,9.900990099009903,0.0,1.201746092623283,1.6209098197098934e-05,0.0001604861207633558,0.0,68.85497915365184,90.0
1337,0,7,0,5,0.0,9.900990099009903,0.0,1.5707963267948966,2.855159974238458e-06,2.8268910636024342e-05,0.0,90.0,90.0
1338,0,7,1,0,0.0,9.900990099009903,0.11747233803526763,-1.5707963267948966,1.6209098197098934e-05,0.0001604861207633558,0.0,-90.0,83.25375363435965
1339,0,7,1,1,0.0,9.900990099009903,0.11747233803526763,-1.201746092623283,9.202106597661795e-05,0.0009110996631348313,0.0,-68.85497915365184,83.25375363435965
1340,0,7,1,2,0.0,9.900990099009903,0.11747233803526763,-0.44804061837393533,0.0001349063087827672,0.0013357060275521505,0.0,-25.670836483258057,83.25375363435965
1341,0,7,1,3,0.0,9.900990099009903,0.11747233803526763,0.44804061837393533,0.0001349063087827672,0.0013357060275521505,0.0,25.670836483258057,83.25375363435965
1342,0,7,1,4,0.0,9.900990099009903,0.11747233803526763,1.201746092623283,9.202106597661795e-05,0.0009110996631348313,0.0,68.85497915365184,83.25375363435965
1343,0,7,1,5,0.0,9.900990099009903,0.11747233803526763,1.5707963267948966,1.6209098197098934e-05,0.0001604861207633558,0.0,90.0,83.25375363435965
1344,0,7,2,0,0.0,9.900990099009903,0.3573842417596774,-1.5707963267948966,2.3763141442239485e-05,0.00023527862814098503,0.0,-90.0,69.060360006749
1345,0,7,2,1,0.0,9.900990099009903,0.3573842417596774,-1.201746092623283,0.0001349063087827672,0.0013357060275521505,0.0,-68.85497915365184,69.060360006749
1346,0,7,2,2,0.0,9.900990099009903,0.3573842417596774,-0.44804061837393533,0.00019777767140858566,0.0019581947664216405,0.0,-25.670836483258057,69.060360006749
1347,0,7,2,3,0.0,9.900990099009903,0.3573842417596774,0.44804061837393533,0.00019777767140858566,0.0019581947664216405,0.0,25.670836483258057,69.060360006749
1348,0,7,2,4,0.0,9.900990099009903,0.3573842417596774,1.201746092623283,0.0001349063087827672,0.0013357060275521505,0.0,68.85497915365184,69.060360006749
1349,0,7,2,5,0.0,9.900990099009903,0.3573842417596774,1.5707963267948966,2.3763141442239485e-05,0.00023527862814098503,0.0,90.0,69.060360006749
1350,0,7,3,0,0.0,9.900990099009903,0.6426157582403226,-1.5707963267948966,2.3763141442239485e-05,0.00023527862814098503,0.0,-90.0,50.012852304034574
1351,0,7,3,1,0.0,9.900990099009903,0.6426157582403226,-1.201746092623283,0.0001349063087827672,0.0013357060275521505,0.0,-68.85497915365184,50.012852304034574
1352,0,7,3,2,0.0,9.900990099009903,0.6426157582403226,-0.44804061837393533,0.00019777767140858566,0.0019581947664216405,0.0,-25.670836483258057,50.012852304034574
1353,0,7,3,3,0.0,9.900990099009903,0.6426157582403226,0.44804061837393533,0.00019777767140858566,0.0019581947664216405,0.0,25.670836483258057,50.012852304034574
1354,0,7,3,4,0.0,9.900990099009903,0.6426157582403226,1.201746092623283,0.0001349063087827672,0.0013357060275521505,0.0,68.85497915365184,50.012852304034574
1355,0,7,3,5,0.0,9.900990099009903,0.6426157582403226,1.5707963267948966,2.3763141442239485e-05,0.00023527862814098503,0.0,90.0,50.012852304034574
1356,0,7,4,0,0.0,9.900990099009903,0.8825276619647324,-1.5707963267948966,1.6209098197098934e-05,0.0001604861207633558,0.0,-90.0,28.051206652624277
1357,0,7,4,1,0.0,9.900990099009903,0.8825276619647324,-1.201746092623283,9.202106597661795e-05,0.0009110996631348313,0.0,-68.85497915365184,28.051206652624277
1358,0,7,4,2,0.0,9.900990099009903,0.8825276619647324,-0.44804061837393533,0.0001349063087827672,0.0013357060275521505,0.0,-25.670836483258057,28.051206652624277
1359,0,7,4,3,0.0,9.900990099009903,0.8825276619647324,0.44804061837393533,0.0001349063087827672,0.0013357060275521505,0.0,25.670836483258057,28.051206652624277
1360,0,7,4,4,0.0,9.900990099009903,0.8825276619647324,1.201746092623283,9.202106597661795e-05,0.0009110996631348313,0.0,68.85497915365184,28.051206652624277
1361,0,7,4,5,0.0,9.900990099009903,0.8825276619647324,1.5707963267948966,1.6209098197098934e-05,0.0001604861207633558,0.0,90.0,28.051206652624277
1362,0,7,5,0,0.0,9.900990099009903,1.0,-1.5707963267948966,2.855159974238458e-06,2.8268910636024342e-05,0.0,-90.0,0.0
1363,0,7,5,1,0.0,9.900990099009903,1.0,-1.201746092623283,1.6209098197098934e-05,0.0001604861207633558,0.0,-68.85497915365184,0.0
1364,0,7,5,2,0.0,9.900990099009903,1.0,-0.44804061837393533,2.3763141442239485e-05,0.00023527862814098503,0.0,-25.670836483258057,0.0
1365,0,7,5,3,0.0,9.900990099009903,1.0,0.44804061837393533,2.3763141442239485e-05,0.00023527862814098503,0.0,25.670836483258057,0.0
1366,0,7,5,4,0.0,9.900990099009903,1.0,1.201746092623283,1.6209098197098934e-05,0.0001604861207633558,0.0,68.85497915365184,0.0
1367,0,7,5,5,0.0,9.900990099009903,1.0,1.5707963267948966,2.855159974238458e-06,2.8268910636024342e-05,0.0,90.0,0.0
1404,1,7,0,0,0.0615083723619356,9.919748776714599,0.0,-1.5707963267948966,1.7290442779679247e-05,0.00017151684861257697,3.5241701410580286,-90.0,90.0
1405,1,7,0,1,0.0615083723619356,9.919748776714599,0.0,-1.201746092623283,9.81599936311429e-05,0.0009737224767448425,3.5241701410580286,-68.85497915365184,90.0
1406,1,7,0,2,0.0615083723619356,9.919748776714599,0.0,-0.44804061837393533,0.0001439062052843666,0.0014275134038312354,3.5241701410580286,-25.670836483258057,90.0
1407,1,7,0,3,0.0615083723619356,9.919748776714599,0.0,0.44804061837393533,0.0001439062052843666,0.0014275134038312354,3.5241701410580286,25.670836483258057,90.0
1408,1,7,0,4,0.0615083723619356,9.919748776714599,0.0,1.201746092623283,9.81599936311429e-05,0.0009737224767448425,3.5241701410580286,68.85497915365184,90.0
