,nx,nr,nt,np,x,r,t,p,w,wj,x_deg,p_deg,t_deg
144,0,4,0,0,0.0,9.113507834190575,0.0,-1.3354884390903525,3.8901800751566345e-05,0.0003545318659135207,0.0,-76.51785114839132,90.0
145,0,4,0,1,0.0,9.113507834190575,0.0,-1.021722540372325,0.0002208503600903493,0.002012721486867208,0.0,-58.54038939671908,90.0
146,0,4,0,2,0.0,9.113507834190575,0.0,-0.3809233927241109,0.0003237748504315795,0.0029507246359220815,0.0,-21.825302720895923,90.0
147,0,4,0,3,0.0,9.113507834190575,0.0,0.3809233927241109,0.0003237748504315795,0.0029507246359220815,0.0,21.825302720895923,90.0
148,0,4,0,4,0.0,9.113507834190575,0.0,1.021722540372325,0.0002208503600903493,0.002012721486867208,0.0,58.54038939671908,90.0
149,0,4,0,5,0.0,9.113507834190575,0.0,1.3354884390903525,3.8901800751566345e-05,0.0003545318659135207,0.0,76.51785114839132,90.0
150,0,4,1,0,0.0,9.113507834190575,0.10817474642402447,-1.3310583908582105,0.00022011776090143196,0.002006044938419688,0.0,-76.26402808165018,83.78989163152828
151,0,4,1,1,0.0,9.113507834190575,0.10817474642402447,-1.0183333083870603,0.0012496358990632408,0.011388566555998627,0.0,-58.346200708172674,83.78989163152828
152,0,4,1,2,0.0,9.113507834190575,0.10817474642402447,-0.37965980334877464,0.0018320127535568066,0.016696062581877003,0.0,-21.752904382651586,83.78989163152828
153,0,4,1,3,0.0,9.113507834190575,0.10817474642402447,0.37965980334877464,0.0018320127535568066,0.016696062581877003,0.0,21.752904382651586,83.78989163152828
154,0,4,1,4,0.0,9.113507834190575,0.10817474642402447,1.0183333083870603,0.0012496358990632408,0.011388566555998627,0.0,58.346200708172674,83.78989163152828
155,0,4,1,5,0.0,9.113507834190575,0.10817474642402447,1.3310583908582105,0.00022011776090143196,0.002006044938419688,0.0,76.26402808165018,83.78989163152828
156,0,4,2,0,0.0,9.113507834190575,0.3290983254005623,-1.293219543001183,0.0003135272098615866,0.0028573326833054823,0.0,-74.09602179780487,70.78594334086566
157,0,4,2,1,0.0,9.113507834190575,0.3290983254005623,-0.9893844963826844,0.0017799329557582485,0.016221432936636783,0.0,-56.68755595840428,70.78594334086566
158,0,4,2,2,0.0,9.113507834190575,0.3290983254005623,-0.36886697139263425,0.0026094479823039647,0.02378122462963997,0.0,-21.134520662570814,70.78594334086566
159,0,4,2,3,0.0,9.113507834190575,0.3290983254005623,0.36886697139263425,0.0026094479823039647,0.02378122462963997,0.0,21.134520662570814,70.78594334086566
160,0,4,2,4,0.0,9.113507834190575,0.3290983254005623,0.9893844963826844,0.0017799329557582485,0.016221432936636783,0.0,56.68755595840428,70.78594334086566
161,0,4,2,5,0.0,9.113507834190575,0.3290983254005623,1.293219543001183,0.0003135272098615866,0.0028573326833054823,0.0,74.09602179780487,70.78594334086566
162,0,4,3,0,0.0,9.113507834190575,0.5917546024738123,-1.1786992468195268,0.0002857629921549537,0.00260430326772591,0.0,-67.53449215800781,53.718380775637534
163,0,4,3,1,0.0,9.113507834190575,0.5917546024738123,-0.9017701340909291,0.0016223120395108212,0.014784953481583558,0.0,-51.66762277435656,53.718380775637534
164,0,4,3,2,0.0,9.113507834190575,0.5917546024738123,-0.3362021736449278,0.002378369850658531,0.021675292266579188,0.0,-19.262965612978803,53.718380775637534
165,0,4,3,3,0.0,9.113507834190575,0.5917546024738123,0.3362021736449278,0.002378369850658531,0.021675292266579188,0.0,19.262965612978803,53.718380775637534
166,0,4,3,4,0.0,9.113507834190575,0.5917546024738123,0.9017701340909291,0.0016223120395108212,0.014784953481583558,0.0,51.66762277435656,53.718380775637534
