,nx,nr,nt,np,x,r,t,p,w,wj,x_deg,p_deg,t_deg
108,0,3,0,0,0.0,8.079511282792202,0.0,-1.1174077678315166,3.898773627014747e-05,0.00031500185508518324,0.0,-64.02274909188006,90.0
109,0,3,0,1,0.0,8.079511282792202,0.0,-0.8548787617796411,0.0002213382267149407,0.0017883047000565818,0.0,-48.98094504534314,90.0
110,0,3,0,2,0.0,8.079511282792202,0.0,-0.31871991214583606,0.0003244900810671239,0.002621721271135984,0.0,-18.261305812736794,90.0
111,0,3,0,3,0.0,8.079511282792202,0.0,0.31871991214583606,0.0003244900810671239,0.002621721271135984,0.0,18.261305812736794,90.0
112,0,3,0,4,0.0,8.079511282792202,0.0,0.8548787617796411,0.0002213382267149407,0.0017883047000565818,0.0,48.98094504534314,90.0
113,0,3,0,5,0.0,8.079511282792202,0.0,1.1174077678315166,3.898773627014747e-05,0.00031500185508518324,0.0,64.02274909188006,90.0
114,0,3,1,0,0.0,8.079511282792202,0.08838277787397658,-1.1111474814140587,0.00022009817743816071,0.0017782857079336196,0.0,-63.66406110161665,84.9294236955756
115,0,3,1,1,0.0,8.079511282792202,0.08838277787397658,-0.8500892963266415,0.0012495247213071548,0.010095549083928939,0.0,-48.706528888762556,84.9294236955756
116,0,3,1,2,0.0,8.079511282792202,0.08838277787397658,-0.31693428115738137,0.0018318497628270957,0.01480045082714174,0.0,-18.158996693330565,84.9294236955756
117,0,3,1,3,0.0,8.079511282792202,0.08838277787397658,0.31693428115738137,0.0018318497628270957,0.01480045082714174,0.0,18.158996693330565,84.9294236955756
118,0,3,1,4,0.0,8.079511282792202,0.08838277787397658,0.8500892963266415,0.0012495247213071548,0.010095549083928939,0.0,48.706528888762556,84.9294236955756
119,0,3,1,5,0.0,8.079511282792202,0.08838277787397658,1.1111474814140587,0.00022009817743816071,0.0017782857079336196,0.0,63.66406110161665,84.9294236955756
120,0,3,2,0,0.0,8.079511282792202,0.26888553155060346,-1.057961822906153,0.00030722725182674986,0.002482246047515467,0.0,-60.61674733848959,74.40203974800605
121,0,3,2,1,0.0,8.079511282792202,0.26888553155060346,-0.8093993251284738,0.0017441673106295516,0.014092019465308794,0.0,-46.375165270598664,74.40203974800605
122,0,3,2,2,0.0,8.079511282792202,0.26888553155060346,-0.3017640551261497,0.0025570142149449466,0.020659425199907742,0.0,-17.28980676748149,74.40203974800605
123,0,3,2,3,0.0,8.079511282792202,0.26888553155060346,0.3017640551261497,0.0025570142149449466,0.020659425199907742,0.0,17.28980676748149,74.40203974800605
124,0,3,2,4,0.0,8.079511282792202,0.26888553155060346,0.8093993251284738,0.0017441673106295516,0.014092019465308794,0.0,46.375165270598664,74.40203974800605
125,0,3,2,5,0.0,8.079511282792202,0.26888553155060346,1.057961822906153,0.00030722725182674986,0.002482246047515467,0.0,60.61674733848959,74.40203974800605
126,0,3,3,0,0.0,8.079511282792202,0.48348544660633275,-0.9044196777590561,0.00026263931843275727,0.0021219973365823163,0.0,-51.81943044417584,61.086709435146275
127,0,3,3,1,0.0,8.079511282792202,0.48348544660633275,-0.6919310895361368,0.0014910360684890118,0.012046842738407098,0.0,-39.64473114430932,61.086709435146275
128,0,3,3,2,0.0,8.079511282792202,0.48348544660633275,-0.2579689962221519,0.0021859143895695907,0.017661119973745337,0.0,-14.780534728755581,61.086709435146275
129,0,3,3,3,0.0,8.079511282792202,0.48348544660633275,0.2579689962221519,0.0021859143895695907,0.017661119973745337,0.0,14.780534728755581,61.086709435146275
130,0,3,3,4,0.0,8.079511282792202,0.48348544660633275,0.6919310895361368,0.0014910360684890118,0.012046842738407098,0.0,39.64473114430932,61.086709435146275
131,0,3,3,5,0.0,8.079511282792202,0.48348544660633275,0.9044196777590561,0.00026263931843275727,0.0021219973365823163,0.0,51.81943044417584,61.086709435146275
132,0,3,4,0,0.0,8.079511282792202,0.6639882002829596,-0.5998472795576852,0.00011881887434408665,0.000959998435871717,0.0,-34.36871747105939,48.395250375235754
