nx,nr,nt,np,x,r,t,p,w,wj,x_deg,p_deg,t_deg
0,2,4,1,0.0,6.850191687504827,0.4676818175234604,-0.3139374191674294,0.0003250225646300061,0.0022264668704799684,0.0,-17.98728914952314,62.11607678625338
0,2,4,2,0.0,6.850191687504827,0.4676818175234604,-0.11704362200791839,0.0004764951807500681,0.0032640833263102263,0.0,-6.7061055599782415,62.11607678625338
0,2,4,3,0.0,6.850191687504827,0.4676818175234604,0.11704362200791839,0.0004764951807500681,0.0032640833263102263,0.0,6.7061055599782415,62.11607678625338
0,2,4,4,0.0,6.850191687504827,0.4676818175234604,0.3139374191674294,0.0003250225646300061,0.0022264668704799684,0.0,17.98728914952314,62.11607678625338
0,3,0,1,0.0,8.079511282792202,0.0,-0.8548787617796411,0.0002213382267149407,0.0017883047000565818,0.0,-48.98094504534314,90.0
0,3,0,2,0.0,8.079511282792202,0.0,-0.31871991214583606,0.0003244900810671239,0.002621721271135984,0.0,-18.261305812736794,90.0
0,3,0,3,0.0,8.079511282792202,0.0,0.31871991214583606,0.0003244900810671239,0.002621721271135984,0.0,18.261305812736794,90.0
0,3,0,4,0.0,8.079511282792202,0.0,0.8548787617796411,0.0002213382267149407,0.0017883047000565818,0.0,48.98094504534314,90.0
0,3,1,1,0.0,8.079511282792202,0.08838277787397658,-0.8500892963266415,0.0012495247213071548,0.010095549083928939,0.0,-48.706528888762556,84.9294236955756
0,3,1,2,0.0,8.079511282792202,0.08838277787397658,-0.31693428115738137,0.0018318497628270957,0.01480045082714174,0.0,-18.158996693330565,84.9294236955756
0,3,1,3,0.0,8.079511282792202,0.08838277787397658,0.31693428115738137,0.0018318497628270957,0.01480045082714174,0.0,18.158996693330565,84.9294236955756
0,3,1,4,0.0,8.079511282792202,0.08838277787397658,0.8500892963266415,0.0012495247213071548,0.010095549083928939,0.0,48.706528888762556,84.9294236955756
0,3,2,1,0.0,8.079511282792202,0.26888553155060346,-0.8093993251284738,0.0017441673106295516,0.014092019465308794,0.0,-46.375165270598664,74.40203974800605
0,3,2,2,0.0,8.079511282792202,0.26888553155060346,-0.3017640551261497,0.0025570142149449466,0.020659425199907742,0.0,-17.28980676748149,74.40203974800605
0,3,2,3,0.0,8.079511282792202,0.26888553155060346,0.3017640551261497,0.0025570142149449466,0.020659425199907742,0.0,17.28980676748149,74.40203974800605
0,3,2,4,0.0,8.079511282792202,0.26888553155060346,0.8093993251284738,0.0017441673106295516,0.014092019465308794,0.0,46.375165270598664,74.40203974800605
0,3,3,1,0.0,8.079511282792202,0.48348544660633275,-0.6919310895361368,0.0014910360684890118,0.012046842738407098,0.0,-39.64473114430932,61.086709435146275
0,3,3,2,0.0,8.079511282792202,0.48348544660633275,-0.2579689962221519,0.0021859143895695907,0.017661119973745337,0.0,-14.780534728755581,61.086709435146275
0,3,3,3,0.0,8.079511282792202,0.48348544660633275,0.2579689962221519,0.0021859143895695907,0.017661119973745337,0.0,14.780534728755581,61.086709435146275
0,3,3,4,0.0,8.079511282792202,0.48348544660633275,0.6919310895361368,0.0014910360684890118,0.012046842738407098,0.0,39.64473114430932,61.086709435146275
0,3,4,1,0.0,8.079511282792202,0.6639882002829596,-0.4589163547702131,0.0006745495241210635,0.005450030490938243,0.0,-26.293970277861593,48.395250375235754
0,3,4,2,0.0,8.079511282792202,0.6639882002829596,-0.17109534920502803,0.0009889147166961497,0.007989947611265796,0.0,-9.80304140376511,48.395250375235754
0,3,4,3,0.0,8.079511282792202,0.6639882002829596,0.17109534920502803,0.0009889147166961497,0.007989947611265796,0.0,9.80304140376511,48.395250375235754
0,3,4,4,0.0,8.079511282792202,0.6639882002829596,0.4589163547702131,0.0006745495241210635,0.005450030490938243,0.0,26.293970277861593,48.395250375235754
0,4,0,1,0.0,9.113507834190575,0.0,-1.021722540372325,0.0002208503600903493,0.002012721486867208,0.0,-58.54038939671908,90.0
0,4,0,2,0.0,9.113507834190575,0.0,-0.3809233927241109,0.0003237748504315795,0.0029507246359220815,0.0,-21.825302720895923,90.0
0,4,0,3,0.0,9.113507834190575,0.0,0.3809233927241109,0.0003237748504315795,0.0029507246359220815,0.0,21.825302720895923,90.0
0,4,0,4,0.0,9.113507834190575,0.0,1.021722540372325,0.0002208503600903493,0.002012721486867208,0.0,58.54038939671908,90.0
0,4,1,1,0.0,9.113507834190575,0.10817474642402447,-1.0183333083870603,0.0012496358990632408,0.011388566555998627,0.0,-58.346200708172674,83.78989163152828
0,4,1,2,0.0,9.113507834190575,0.10817474642402447,-0.37965980334877464,0.0018320127535568066,0.016696062581877003,0.0,-21.752904382651586,83.78989163152828
0,4,1,3,0.0,9.113507834190575,0.10817474642402447,0.37965980334877464,0.0018320127535568066,0.016696062581877003,0.0,21.752904382651586,83.78989163152828
0,4,1,4,0.0,9.113507834190575,0.10817474642402447,1.0183333083870603,0.0012496358990632408,0.011388566555998627,0.0,58.346200708172674,83.78989163152828
0,4,2,1,0.0,9.113507834190575,0.3290983254005623,-0.9893844963826844,0.0017799329557582485,0.016221432936636783,0.0,-56.68755595840428,70.78594334086566
0,4,2,2,0.0,9.113507834190575,0.3290983254005623,-0.36886697139263425,0.0026094479823039647,0.02378122462963997,0.0,-21.134520662570814,70.78594334086566
0,4,2,3,0.0,9.113507834190575,0.3290983254005623,0.36886697139263425,0.0026094479823039647,0.02378122462963997,0.0,21.134520662570814,70.78594334086566
0,4,2,4,0.0,9.113507834190575,0.3290983254005623,0.9893844963826844,0.0017799329557582485,0.016221432936636783,0.0,56.68755595840428,70.78594334086566
0,4,3,1,0.0,9.113507834190575,0.5917546024738123,-0.9017701340909291,0.0016223120395108212,0.014784953481583558,0.0,-51.66762277435656,53.718380775637534
0,4,3,2,0.0,9.113507834190575,0.5917546024738123,-0.3362021736449278,0.002378369850658531,0.021675292266579188,0.0,-19.262965612978803,53.718380775637534
0,4,3,3,0.0,9.113507834190575,0.5917546024738123,0.3362021736449278,0.002378369850658531,0.021675292266579188,0.0,19.262965612978803,53.718380775637534
0,4,3,4,0.0,9.113507834190575,0.5917546024738123,0.9017701340909291,0.0016223120395108212,0.014784953481583558,0.0,51.66762277435656,53.718380775637534
0,4,4,1,0.0,9.113507834190575,0.8126781814503501,-0.6901012863740731,0.0008468497832096656,0.007717772133663877,0.0,-39.53989114578338,35.64157157182243
0,4,4,2,0.0,9.113507834190575,0.8126781814503501,-0.25728680041950613,0.001241513311477306,0.011314541290400312,0.0,-14.741447788462441,35.64157157182243
0,4,4,3,0.0,9.113507834190575,0.8126781814503501,0.25728680041950613,0.001241513311477306,0.011314541290400312,0.0,14.741447788462441,35.64157157182243
0,4,4,4,0.0,9.113507834190575,0.8126781814503501,0.6901012863740731,0.0008468497832096656,0.007717772133663877,0.0,39.53989114578338,35.64157157182243
1,1,0,1,0.0615083723619356,5.816195136106455,0.0,-0.3873226946602465,0.00014862497542749976,0.0008644318591853656,3.5241701410580286,-22.19195571366639,90.0
1,1,0,2,0.0615083723619356,5.816195136106455,0.0,-0.14440346483426014,0.00021788974747312943,0.0012672892894606792,3.5241701410580286,-8.273709082068907,90.0
1,1,0,3,0.0615083723619356,5.816195136106455,0.0,0.14440346483426014,0.00021788974747312943,0.0012672892894606792,3.5241701410580286,8.273709082068907,90.0
1,1,0,4,0.0615083723619356,5.816195136106455,0.0,0.3873226946602465,0.00014862497542749976,0.0008644318591853656,3.5241701410580286,22.19195571366639,90.0
1,1,1,1,0.0615083723619356,5.816195136106455,0.033826042739817486,-0.3846162360523016,0.0008378665860386516,0.004873195562424126,3.5241701410580286,-22.036887058004297,88.06154072890693
1,1,1,2,0.0615083723619356,5.816195136106455,0.033826042739817486,-0.14339443023389783,0.0012283436099687704,0.007144286129767807,3.5241701410580286,-8.215895658085476,88.06154072890693
1,1,1,3,0.0615083723619356,5.816195136106455,0.033826042739817486,0.14339443023389783,0.0012283436099687704,0.007144286129767807,3.5241701410580286,8.215895658085476,88.06154072890693
1,1,1,4,0.0615083723619356,5.816195136106455,0.033826042739817486,0.3846162360523016,0.0008378665860386516,0.004873195562424126,3.5241701410580286,22.036887058004297,88.06154072890693
1,1,2,1,0.0615083723619356,5.816195136106455,0.10290843647523877,-0.36154134473179467,0.0011546496453166538,0.006715667650997766,3.5241701410580286,-20.714793172616194,84.0933240332197
1,1,2,2,0.0615083723619356,5.816195136106455,0.10290843647523877,-0.13479154095502907,0.001692759369105562,0.009845418809190402,3.5241701410580286,-7.722986410787952,84.0933240332197
1,1,2,3,0.0615083723619356,5.816195136106455,0.10290843647523877,0.13479154095502907,0.001692759369105562,0.009845418809190402,3.5241701410580286,7.722986410787952,84.0933240332197
1,1,2,4,0.0615083723619356,5.816195136106455,0.10290843647523877,0.36154134473179467,0.0011546496453166538,0.006715667650997766,3.5241701410580286,20.714793172616194,84.0933240332197
1,1,3,1,0.0615083723619356,5.816195136106455,0.18504056756741682,-0.2963325728670876,0.0009463932829330541,0.00550440800903905,3.5241701410580286,-16.97860575753705,79.33650241625882
1,1,3,2,0.0615083723619356,5.816195136106455,0.18504056756741682,-0.11048010058588051,0.0013874477882025917,0.008069667077345574,3.5241701410580286,-6.330043483751767,79.33650241625882
1,1,3,3,0.0615083723619356,5.816195136106455,0.18504056756741682,0.11048010058588051,0.0013874477882025917,0.008069667077345574,3.5241701410580286,6.330043483751767,79.33650241625882
1,1,3,4,0.0615083723619356,5.816195136106455,0.18504056756741682,0.2963325728670876,0.0009463932829330541,0.00550440800903905,3.5241701410580286,16.97860575753705,79.33650241625882
1,1,4,1,0.0615083723619356,5.816195136106455,0.2541229613028381,-0.181792290756325,0.00039602510696775474,0.002303359300921894,3.5241701410580286,-10.41593100835255,75.27837728676275
1,1,4,2,0.0615083723619356,5.816195136106455,0.2541229613028381,-0.06777665504056749,0.0005805875513319489,0.003376810492140838,3.5241701410580286,-3.883316283338594,75.27837728676275
1,1,4,3,0.0615083723619356,5.816195136106455,0.2541229613028381,0.06777665504056749,0.0005805875513319489,0.003376810492140838,3.5241701410580286,3.883316283338594,75.27837728676275
1,1,4,4,0.0615083723619356,5.816195136106455,0.2541229613028381,0.181792290756325,0.00039602510696775474,0.002303359300921894,3.5241701410580286,10.41593100835255,75.27837728676275
1,2,0,1,0.0615083723619356,6.850191687504827,0.0,-0.6508556097099865,0.0006738373527844605,0.004615915032774369,3.5241701410580286,-37.291279508796144,90.0
1,2,0,2,0.0615083723619356,6.850191687504827,0.0,-0.24265504305493868,0.0009878706470016474,0.0067671032944207005,3.5241701410580286,-13.903109844613263,90.0
1,2,0,3,0.0615083723619356,6.850191687504827,0.0,0.24265504305493868,0.0009878706470016474,0.0067671032944207005,3.5241701410580286,13.903109844613263,90.0
1,2,0,4,0.0615083723619356,6.850191687504827,0.0,0.6508556097099865,0.0006738373527844605,0.004615915032774369,3.5241701410580286,37.291279508796144,90.0
1,2,1,1,0.0615083723619356,6.850191687504827,0.062252639694890144,-0.6464597014405159,0.003799621120122643,0.02602813301273191,3.5241701410580286,-37.03941251782883,86.43087865539617
1,2,1,2,0.0615083723619356,6.850191687504827,0.062252639694890144,-0.2410161399027184,0.005570386026815166,0.03815821205708229,3.5241701410580286,-13.809207610960355,86.43087865539617
1,2,1,3,0.0615083723619356,6.850191687504827,0.062252639694890144,0.2410161399027184,0.005570386026815166,0.03815821205708229,3.5241701410580286,13.809207610960355,86.43087865539617
1,2,1,4,0.0615083723619356,6.850191687504827,0.062252639694890144,0.6464597014405159,0.003799621120122643,0.02602813301273191,3.5241701410580286,37.03941251782883,86.43087865539617
1,2,2,1,0.0615083723619356,6.850191687504827,0.18939022417530643,-0.6090886257453175,0.0052483685562818684,0.03595233065720377,3.5241701410580286,-34.89820760463003,79.0827994740967
1,2,2,2,0.0615083723619356,6.850191687504827,0.18939022417530643,-0.22708328006938538,0.00769430370692985,0.052707455294348435,3.5241701410580286,-13.010913545963026,79.0827994740967
1,2,2,3,0.0615083723619356,6.850191687504827,0.18939022417530643,0.22708328006938538,0.00769430370692985,0.052707455294348435,3.5241701410580286,13.010913545963026,79.0827994740967
1,2,2,4,0.0615083723619356,6.850191687504827,0.18939022417530643,0.6090886257453175,0.0052483685562818684,0.03595233065720377,3.5241701410580286,34.89820760463003,79.0827994740967
1,2,3,1,0.0615083723619356,6.850191687504827,0.3405442330430441,-0.503509755554243,0.0043386211088713225,0.02972038625522331,3.5241701410580286,-28.84898393692189,70.0899648522373
1,2,3,2,0.0615083723619356,6.850191687504827,0.3405442330430441,-0.18772087017432035,0.006360580077974209,0.04357119277784773,3.5241701410580286,-10.75561358751181,70.0899648522373
1,2,3,3,0.0615083723619356,6.850191687504827,0.3405442330430441,0.18772087017432035,0.006360580077974209,0.04357119277784773,3.5241701410580286,10.75561358751181,70.0899648522373
1,2,3,4,0.0615083723619356,6.850191687504827,0.3405442330430441,0.503509755554243,0.0043386211088713225,0.02972038625522331,3.5241701410580286,28.84898393692189,70.0899648522373
1,2,4,1,0.0615083723619356,6.850191687504827,0.4676818175234604,-0.3139374191674294,0.0018451935141623357,0.012639929272552652,3.5241701410580286,-17.98728914952314,62.11607678625338
1,2,4,2,0.0615083723619356,6.850191687504827,0.4676818175234604,-0.11704362200791839,0.002705122390657751,0.01853060691416691,3.5241701410580286,-6.7061055599782415,62.11607678625338
1,2,4,3,0.0615083723619356,6.850191687504827,0.4676818175234604,0.11704362200791839,0.002705122390657751,0.01853060691416691,3.5241701410580286,6.7061055599782415,62.11607678625338
1,2,4,4,0.0615083723619356,6.850191687504827,0.4676818175234604,0.3139374191674294,0.0018451935141623357,0.012639929272552652,3.5241701410580286,17.98728914952314,62.11607678625338
1,2,5,2,0.0615083723619356,6.850191687504827,0.5299344572183505,-4.867875208158541e-05,1.9817560644383996e-07,1.3575408919278205e-06,3.5241701410580286,-0.0027890870462385147,57.99897352661536
1,2,5,3,0.0615083723619356,6.850191687504827,0.5299344572183505,4.867875208158541e-05,1.9817560644383996e-07,1.3575408919278205e-06,3.5241701410580286,0.0027890870462385147,57.99897352661536
1,3,0,1,0.0615083723619356,8.079511282792202,0.0,-0.8548787617796411,0.001256564635244702,0.010152428148017239,3.5241701410580286,-48.98094504534314,90.0
1,3,0,2,0.0615083723619356,8.079511282792202,0.0,-0.31871991214583606,0.0018421705387644685,0.014883837652774913,3.5241701410580286,-18.261305812736794,90.0
1,3,0,3,0.0615083723619356,8.079511282792202,0.0,0.31871991214583606,0.0018421705387644685,0.014883837652774913,3.5241701410580286,18.261305812736794,90.0
1,3,0,4,0.0615083723619356,8.079511282792202,0.0,0.8548787617796411,0.001256564635244702,0.010152428148017239,3.5241701410580286,48.98094504534314,90.0
1,3,1,1,0.0615083723619356,8.079511282792202,0.08838277787397658,-0.8500892963266415,0.007093707214347073,0.05731368747514162,3.5241701410580286,-48.706528888762556,84.9294236955756
1,3,1,2,0.0615083723619356,8.079511282792202,0.08838277787397658,-0.31693428115738137,0.010399638883953097,0.08402399969986356,3.5241701410580286,-18.158996693330565,84.9294236955756
1,3,1,3,0.0615083723619356,8.079511282792202,0.08838277787397658,0.31693428115738137,0.010399638883953097,0.08402399969986356,3.5241701410580286,18.158996693330565,84.9294236955756
1,3,1,4,0.0615083723619356,8.079511282792202,0.08838277787397658,0.8500892963266415,0.007093707214347073,0.05731368747514162,3.5241701410580286,48.706528888762556,84.9294236955756
1,3,2,1,0.0615083723619356,8.079511282792202,0.26888553155060346,-0.8093993251284738,0.009901854699999792,0.08000214676921732,3.5241701410580286,-46.375165270598664,74.40203974800605
1,3,2,2,0.0615083723619356,8.079511282792202,0.26888553155060346,-0.3017640551261497,0.014516487648813933,0.11728612574510582,3.5241701410580286,-17.28980676748149,74.40203974800605
1,3,2,3,0.0615083723619356,8.079511282792202,0.26888553155060346,0.3017640551261497,0.014516487648813933,0.11728612574510582,3.5241701410580286,17.28980676748149,74.40203974800605
1,3,2,4,0.0615083723619356,8.079511282792202,0.26888553155060346,0.8093993251284738,0.009901854699999792,0.08000214676921732,3.5241701410580286,46.375165270598664,74.40203974800605
1,3,3,1,0.0615083723619356,8.079511282792202,0.48348544660633275,-0.6919310895361368,0.008464797162898385,0.06839142418418492,3.5241701410580286,-39.64473114430932,61.086709435146275
1,3,3,2,0.0615083723619356,8.079511282792202,0.48348544660633275,-0.2579689962221519,0.012409707795947786,0.10026437415351448,3.5241701410580286,-14.780534728755581,61.086709435146275
1,3,3,3,0.0615083723619356,8.079511282792202,0.48348544660633275,0.2579689962221519,0.012409707795947786,0.10026437415351448,3.5241701410580286,14.780534728755581,61.086709435146275
1,3,3,4,0.0615083723619356,8.079511282792202,0.48348544660633275,0.6919310895361368,0.008464797162898385,0.06839142418418492,3.5241701410580286,39.64473114430932,61.086709435146275
1,3,4,1,0.0615083723619356,8.079511282792202,0.6639882002829596,-0.4589163547702131,0.0038295015249367953,0.03094050077819678,3.5241701410580286,-26.293970277861593,48.395250375235754
1,3,4,2,0.0615083723619356,8.079511282792202,0.6639882002829596,-0.17109534920502803,0.005614191812758096,0.04535992609493864,3.5241701410580286,-9.80304140376511,48.395250375235754
1,3,4,3,0.0615083723619356,8.079511282792202,0.6639882002829596,0.17109534920502803,0.005614191812758096,0.04535992609493864,3.5241701410580286,9.80304140376511,48.395250375235754
1,3,4,4,0.0615083723619356,8.079511282792202,0.6639882002829596,0.4589163547702131,0.0038295015249367953,0.03094050077819678,3.5241701410580286,26.293970277861593,48.395250375235754
1,3,5,1,0.0615083723619356,8.079511282792202,0.7523709781569362,-0.00011963991569416443,1.7585568123365776e-07,1.420827960670447e-06,3.5241701410580286,-0.006854862230576603,41.20382114821255
1,3,5,2,0.0615083723619356,8.079511282792202,0.7523709781569362,-4.460471487184796e-05,2.5781097601868533e-07,2.082986689570638e-06,3.5241701410580286,-0.002555661908541305,41.20382114821255
1,3,5,3,0.0615083723619356,8.079511282792202,0.7523709781569362,4.460471487184796e-05,2.5781097601868533e-07,2.082986689570638e-06,3.5241701410580286,0.002555661908541305,41.20382114821255
1,3,5,4,0.0615083723619356,8.079511282792202,0.7523709781569362,0.00011963991569416443,1.7585568123365776e-07,1.420827960670447e-06,3.5241701410580286,0.006854862230576603,41.20382114821255
1,4,0,1,0.0615083723619356,9.113507834190575,0.0,-1.021722540372325,0.0012537949557533809,0.01142647015172706,3.5241701410580286,-58.54038939671908,90.0
1,4,0,2,0.0615083723619356,9.113507834190575,0.0,-0.3809233927241109,0.00183811008551151,0.016751630664413854,3.5241701410580286,-21.825302720895923,90.0
1,4,0,3,0.0615083723619356,9.113507834190575,0.0,0.3809233927241109,0.00183811008551151,0.016751630664413854,3.5241701410580286,21.825302720895923,90.0
1,4,0,4,0.0615083723619356,9.113507834190575,0.0,1.021722540372325,0.0012537949557533809,0.01142647015172706,3.5241701410580286,58.54038939671908,90.0
1,4,1,1,0.0615083723619356,9.113507834190575,0.10817474642402447,-1.0183333083870603,0.007094338384292712,0.06465430844365053,3.5241701410580286,-58.346200708172674,83.78989163152828
1,4,1,2,0.0615083723619356,9.113507834190575,0.10817474642402447,-0.37965980334877464,0.01040056420259266,0.09478562334033026,3.5241701410580286,-21.752904382651586,83.78989163152828
1,4,1,3,0.0615083723619356,9.113507834190575,0.10817474642402447,0.37965980334877464,0.01040056420259266,0.09478562334033026,3.5241701410580286,21.752904382651586,83.78989163152828
1,4,1,4,0.0615083723619356,9.113507834190575,0.10817474642402447,1.0183333083870603,0.007094338384292712,0.06465430844365053,3.5241701410580286,58.346200708172674,83.78989163152828
1,4,2,1,0.0615083723619356,9.113507834190575,0.3290983254005623,-0.9893844963826844,0.01010490071465551,0.09209109182673093,3.5241701410580286,-56.68755595840428,70.78594334086566
1,4,2,2,0.0615083723619356,9.113507834190575,0.3290983254005623,-0.36886697139263425,0.014814160665959971,0.13500896928618406,3.5241701410580286,-21.134520662570814,70.78594334086566
1,4,2,3,0.0615083723619356,9.113507834190575,0.3290983254005623,0.36886697139263425,0.014814160665959971,0.13500896928618406,3.5241701410580286,21.134520662570814,70.78594334086566
1,4,2,4,0.0615083723619356,9.113507834190575,0.3290983254005623,0.9893844963826844,0.01010490071465551,0.09209109182673093,3.5241701410580286,56.68755595840428,70.78594334086566
1,4,3,1,0.0615083723619356,9.113507834190575,0.5917546024738123,-0.9017701340909291,0.009210067173829935,0.08393601934212055,3.5241701410580286,-51.66762277435656,53.718380775637534
1,4,3,2,0.0615083723619356,9.113507834190575,0.5917546024738123,-0.3362021736449278,0.013502301379321565,0.12305332940004929,3.5241701410580286,-19.262965612978803,53.718380775637534
1,4,3,3,0.0615083723619356,9.113507834190575,0.5917546024738123,0.3362021736449278,0.013502301379321565,0.12305332940004929,3.5241701410580286,19.262965612978803,53.718380775637534
1,4,3,4,0.0615083723619356,9.113507834190575,0.5917546024738123,0.9017701340909291,0.009210067173829935,0.08393601934212055,3.5241701410580286,51.66762277435656,53.718380775637534
1,4,4,1,0.0615083723619356,9.113507834190575,0.8126781814503501,-0.6901012863740731,0.004807671520366791,0.04381475206507766,3.5241701410580286,-39.53989114578338,35.64157157182243
1,4,4,2,0.0615083723619356,9.113507834190575,0.8126781814503501,-0.25728680041950613,0.00704822544456853,0.06423405780621665,3.5241701410580286,-14.741447788462441,35.64157157182243
1,4,4,3,0.0615083723619356,9.113507834190575,0.8126781814503501,0.25728680041950613,0.00704822544456853,0.06423405780621665,3.5241701410580286,14.741447788462441,35.64157157182243
1,4,4,4,0.0615083723619356,9.113507834190575,0.8126781814503501,0.6901012863740731,0.004807671520366791,0.04381475206507766,3.5241701410580286,39.53989114578338,35.64157157182243
2,1,0,1,0.18712595140349353,5.816195136106455,0.0,-0.3873226946602465,0.00021788974747312945,0.0012672892894606794,10.721527252790324,-22.19195571366639,90.0
2,1,0,2,0.18712595140349353,5.816195136106455,0.0,-0.14440346483426014,0.00031943448210737096,0.0018578932811375755,10.721527252790324,-8.273709082068907,90.0
2,1,0,3,0.18712595140349353,5.816195136106455,0.0,0.14440346483426014,0.00031943448210737096,0.0018578932811375755,10.721527252790324,8.273709082068907,90.0
2,1,0,4,0.18712595140349353,5.816195136106455,0.0,0.3873226946602465,0.00021788974747312945,0.0012672892894606794,10.721527252790324,22.19195571366639,90.0
